section_base,section_top,section_thickness,CompositeHeight,RefSec_CompositeHeight,Formation,Min,OrigMin,GrainSize,Dunham,Facies,LFA,More,Features,Notes,Section,Peritidal ,Storm,Silt,Msfall T-R cycrles,Medium T-R cycrles,Large T-R cycrles,BEDDING,LAMIE,FEATURES,LITHOLOGY,Quartz Sand,Anhydrite Laths,Pisoids,Irregular Lamie,Irregular Stroms,Fenestrae,DoMfal Stroms,Msfall Stroms/Tall Stroms,Ooids,Xbedded Grainstones,Conophyton Stroms,Medium Stroms,Large DoMfal Stroms,Edgewise Conglomerate,Crinkly laminites 
127.4,128,0.6,1365.63,1365.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
128,128.3,0.3,1365.93,1365.93,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
128.3,130,1.7,1367.63,1367.63,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,t,t,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
130,130.5,0.5,1368.13,1368.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
130.5,131.4,0.9,1369.03,1369.03,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
131.4,132,0.6,1369.63,1369.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
132,133,1,1370.63,1370.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
133,133.8,0.8,1371.43,1371.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
133.8,134.1,0.3,1371.73,1371.73,Birba,DL,DL,vf,bo,BMsstm,Supr,,,,SB1,,,,t,r,t,non,Msstm,non,non,non,non,non,non,non,non,non,Msstm,non,non,non,non,non,non,
134.1,134.4,0.3,1372.03,1372.03,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
134.4,134.8,0.4,1372.43,1372.43,Birba,DL,DL,vf,bo,BMsstm,Supr,,,,SB1,,,,t,r,t,non,Msstm,non,non,non,non,non,non,non,non,non,Msstm,non,non,non,non,non,non,
134.8,135.2,0.4,1372.83,1372.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
135.2,136.3,1.1,1373.93,1373.93,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,r,t,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
136.3,136.5,0.2,1374.13,1374.13,Birba,DL,DL,vf,bo,BMsstm,Supr,,,,SB1,,,,r,r,t,non,Msstm,non,non,non,non,non,non,non,non,non,Msstm,non,non,non,non,non,non,
136.5,137,0.5,1374.63,1374.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,t,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
137,137.7,0.7,1375.33,1375.33,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,r,t,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
137.7,138.2,0.5,1375.83,1375.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
138.2,138.8,0.6,1376.43,1376.43,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
138.8,139.6,0.8,1377.23,1377.23,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
139.6,140.8,1.2,1378.43,1378.43,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,r,t,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
140.8,142,1.2,1379.63,1379.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
142,143.5,1.5,1381.13,1381.13,Birba,DL,DL,vf,bo,Tep,Supr,,,,SB1,,,,r,r,t,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
143.5,144.5,1,1382.13,1382.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
144.5,145.8,1.3,1383.43,1383.43,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,t,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
145.8,146.5,0.7,1384.13,1384.13,Birba,DL,DL,vf,bo,Bmstm,Supr,,,,SB1,,,,t,t,t,non,mstm,non,non,non,non,non,non,non,non,mstm,non,non,non,non,non,non,non,
146.5,146.6,0.1,1384.23,1384.23,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
146.6,147.5,0.9,1385.13,1385.13,Birba,DL,DL,vf,bo,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
147.5,148.5,1,1386.13,1386.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
148.5,149,0.5,1386.63,1386.63,Birba,DL,DL,vf,bo,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
149,149.2,0.2,1386.83,1386.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
149.2,149.5,0.3,1387.13,1387.13,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
149.5,149.7,0.2,1387.33,1387.33,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
149.7,150,0.3,1387.63,1387.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
150,152.2,2.2,1389.83,1389.83,Birba,DL,DL,vf,bo,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
152.2,153,0.8,1390.63,1390.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
153,154,1,1391.63,1391.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
154,154.8,0.8,1392.43,1392.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
154.8,155.2,0.4,1392.83,1392.83,Birba,DL,DL,vf,bo,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
155.2,155.8,0.6,1393.43,1393.43,Birba,DL,DL,vf,w,Wic,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
155.8,156.2,0.4,1393.83,1393.83,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
156.2,156.6,0.4,1394.23,1394.23,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
156.6,157,0.4,1394.63,1394.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
157,157.2,0.2,1394.83,1394.83,Birba,DL,DL,vf,m,Mfal,Supr,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
157.2,158,0.8,1395.63,1395.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
158,159.2,1.2,1396.83,1396.83,Birba,DL,DL,f,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
160.4,160.3,-0.1,1397.93,1397.93,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
159.2,160.4,1.2,1398.03,1398.03,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
160.3,161.8,1.5,1399.43,1399.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
161.8,162.6,0.8,1400.23,1400.23,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
162.6,163,0.4,1400.63,1400.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
163,166,3,1403.63,1403.63,Birba,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
166,166.4,0.4,1404.03,1404.03,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
166.4,169,2.6,1406.63,1406.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
169,170,1,1407.63,1407.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
170,171,1,1408.63,1408.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
171,172,1,1409.63,1409.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
172,173.2,1.2,1410.83,1410.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
173.2,174.6,1.4,1412.23,1412.23,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
174.6,177,2.4,1414.63,1414.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
177,178,1,1415.63,1415.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
178,182,4,1419.63,1419.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
182,182.5,0.5,1420.13,1420.13,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
182.5,183.5,1,1421.13,1421.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
183.5,184.2,0.7,1421.83,1421.83,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
184.2,185,0.8,1422.63,1422.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
185,185.3,0.3,1422.93,1422.93,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
185.3,186.4,1.1,1424.03,1424.03,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
186.4,186.7,0.3,1424.33,1424.33,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
186.7,187.3,0.6,1424.93,1424.93,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
187.3,187.7,0.4,1425.33,1425.33,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,t,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
187.7,188.2,0.5,1425.83,1425.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
188.2,189,0.8,1426.63,1426.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
189,189.5,0.5,1427.13,1427.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
189.5,190,0.5,1427.63,1427.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
190,190.2,0.2,1427.83,1427.83,Birba,DL,DL,vf,w,Wic,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
190.2,194,3.8,1431.63,1431.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
194,194.4,0.4,1432.03,1432.03,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
194.4,195,0.6,1432.63,1432.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
195,195.3,0.3,1432.93,1432.93,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
195.3,195.6,0.3,1433.23,1433.23,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
195.6,196.5,0.9,1434.13,1434.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
196.5,197,0.5,1434.63,1434.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
197,197.5,0.5,1435.13,1435.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
197.5,198,0.5,1435.63,1435.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
198,198.3,0.3,1435.93,1435.93,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
198.3,198.8,0.5,1436.43,1436.43,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
198.8,199.2,0.4,1436.83,1436.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
199.2,200,0.8,1437.63,1437.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
200,200.5,0.5,1438.13,1438.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
