SamID,Bergmann_2025_Age,,Chen_2022_Age,Meter,d13C,d18O,87Sr_86Sr,d13Corg,TOC,d34SCAS,d34Spy,Type,Min,Section,Fm,Mb,CEX,Period,Series,Stage,ConZone,GrapZone,TriZone,SSFZone,ArcZone,OstZone,AmmZone,Country,State,Town,Lat,Long,Ca,Mg,Mg_Ca,Fe,Mn,Sr,Si,Mn_Sr,Source
S106407-01,,,569.172582,,-8.304633125,-6.735848958,0.711134,,,,,,DL,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,3558,194,59,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201701-02,,,635.6302804,,-5.563245414,-10.76832904,0.711179,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,3717,6368,55,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201902-04,,,636.7748651,,-3.496407057,-14.88290331,0.711428,,,,,,,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,2245,3352,194,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201503-21,,,634.8007556,,3.135806133,-11.71161644,0.71306,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,1751,384,27,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201803-04,,,636.1048643,,-1.323951071,-3.85498755,0.713077,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,1627,6056,311,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.12,,,550.9854,,2.36,-4.73,0.709019,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,429,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.54,568,,552.8043,,-6.27,-10.29,0.708999,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,1064,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.52,,,553.101,,-6.36,-10.16,0.708769,,,,,,CA,medium-certainty,Wonoka Fm.,,"marine, least altered, well age constraints, unknow method",,,,,,,,,,,Australia,,,,,,,,,,1420,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.44,,,554.7651,,-7.67,-12.57,0.708689,,,,,,CA,medium-certainty,Wonoka Fm.,,"marine, least altered, well age constraints, unknow method",,,,,,,,,,,Australia,,,,,,,,,,921,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.41,,,555.7971,,-7.45,-12.68,0.708889,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,717,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.36,570,,556.9,,-7.51,-13.12,0.709109,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,577,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZN14,550,,549,,2.9,-6.54,0.708432,,,,,,CA,medium-certainty,Dengying Fm,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,63,632,,,"Chen et al., 2022;Yang et al. (1999);"
ZN15,,,550,,2.56,-4.88,0.708491,,,,,,CA,medium-certainty,Dengying Fm,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,119,1191,,,"Chen et al., 2022;Yang et al. (1999);"
ZN12,,,550,,3.03,-4.09,0.708735,,,,,,CA,medium-certainty,Dengying Fm,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,106,1061,,,"Chen et al., 2022;Yang et al. (1999);"
ZN53,,,550,,2.54,-5.18,0.710009,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,97,108,,,"Chen et al., 2022;Yang et al. (1999);"
ZN67,,,550,,2.37,-5.14,0.710008,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,77,70,,,"Chen et al., 2022;Yang et al. (1999);"
ZN46,,,550,,3.24,-3.75,0.709911,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,55,110,,,"Chen et al., 2022;Yang et al. (1999);"
ZN59,,,550,,2.74,-2.62,0.70939,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,93,103,,,"Chen et al., 2022;Yang et al. (1999);"
ZN2,,,550,,1.52,-2.2,0.709179,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,47,93,,,"Chen et al., 2022;Yang et al. (1999);"
TD5d,,,570,,6.4,-11,0.707768,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,450,,,"Chen et al., 2022;Yang et al. (1999);"
TD6b,,,570,,4.1,-5.26,0.70801,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,401,,,"Chen et al., 2022;Yang et al. (1999);"
TD7c,,,570,,4.08,-3.81,0.707906,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,602,,,"Chen et al., 2022;Yang et al. (1999);"
TD7h,567,,570,,5.32,-2.71,0.707823,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,409,,,"Chen et al., 2022;Yang et al. (1999);"
TD9k,,,570,,-1.15,-7.63,0.708727,,,,,,DL,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,247,,,"Chen et al., 2022;Yang et al. (1999);"
TD10f,,,570,,-3.09,-5.73,0.708506,,,,,,DL,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,147,,,"Chen et al., 2022;Yang et al. (1999);"
TD4d,,,570,,1.64,-3.3,0.708704,,,,,,DL,low-certainty,Doushantou Fm.,,altered,,,,,,,,,,,China,,,,,,,,,,350,,,"Chen et al., 2022;Yang et al. (1999);"
TD8a,,,570,,-0.1,-2.19,0.709493,,,,,,DL,low-certainty,Doushantou Fm.,,altered,,,,,,,,,,,China,,,,,,,,,,239,,,"Chen et al., 2022;Yang et al. (1999);"
TD7u,569,,571,,0.43,-0.54,0.708051,,,,,,DL,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,237,,,"Chen et al., 2022;Yang et al. (1999);"
